SMILES,Name,Cluster,Center
Cc1cnc(NC(=O)c2cccc(Cl)c2Cl)cn1,AB22_9690_11956_149655,36,No
CCn1cc(CNCc2c(C)cnn2C)nn1,AB160_815990_820648_929358,22,No
Cn1cnc(-c2ccc(NCc3ccccc3)cc2)n1,AB71_233150_236457,17,No
CCCn1cc(C=NNc2nnc(-c3ccccc3)s2)nn1,AB3_1481449_1484555,35,No
Cc1cnc2c(NCc3ccn(CCF)n3)cnn2c1,AB71_235847_238035,13,No
Cn1ccc(-c2ccc3c(c2)n(C)c(=O)n3C)n1,AB170_985908_988578,31,No
c1ccc(-n2cc(CNCc3cn(C4COC4)nn3)nn2)cc1,AB160_817057_819708_275045,7,No
Cc1ccc2ncc(C(=O)NCc3cnnn3C)cc2c1,AB30_363011_384337,5,No
Cc1ncc(NCc2cn(-c3ccccc3)nn2)cc1C(N)=O,AB71_234182_237044,28,Yes
COCc1nnc(SCc2cccc(-n3cccn3)c2)[nH]1,AB15_1807725_1813340_1811471,7,No
Cn1cc2cc(-c3cnc(-c4ncccn4)nc3)ccc2n1,AB170_985456_988604,15,Yes
Cc1cn2nc(NCCn3cc(Br)nn3)ccc2n1,AB42_778787_781818,12,No
Cn1cc(-c2ccc(CNc3cnnn3C)cc2)cn1,AB72_240167_241255,13,No
c1ccc(-n2cc(NCc3ccon3)cn2)cc1,AB146_801308_807661,7,No
CCCCN(C)C(=O)Cn1nnc(C)n1,AB22_6170_19905_295859,34,No
CCCn1cc(C=NNc2ccc(Br)cc2)nn1,AB3_1481390_1484555,35,No
Cn1nncc1C=CC(=O)c1cccc(-n2ccnn2)c1,AB4_1696675_1697642,21,No
Cn1cc(C(=O)NCCn2ccnn2)cn1,AB83_1591930_1598337,30,Yes
Cc1cc(OCc2cn(-c3ccccc3)nn2)ccc1Br,AB47_1454871_1455817,7,No
Cc1cc(NC(=O)c2csc(Cc3ccccc3)n2)cnn1,AB25_262120_266121,4,No
O=C(Nn1ccnn1)c1cnc2ccnn2c1,AB25_260435_278217,30,No
Cn1cc(C(=O)Nc2ccc(F)c(-c3ccccc3)c2)nn1,AB39_275643_284629_1189323,43,No
c1cc(-c2cccc(-n3cccn3)c2)cc(-c2cc[nH]n2)c1,AB170_985762_988531,25,No
Fc1c(CNc2cccc(-n3cnnn3)c2)ccnc1Br,AB146_798492_808502,24,No
Cc1nncn1N=Cc1ccc(-c2ccccn2)nc1,AB1_1471686_1475706,8,No
Cc1nncn1N=Cc1csc(-c2ccco2)n1,AB1_1471686_1472763,8,No
Clc1ccc(CNc2ccc(-n3ccnn3)cc2)cc1,AB146_799027_806253,0,No
O=C(Cc1ccc(Br)nc1)NCc1nnn[nH]1,AB25_259755_278990,13,No
Cc1cc(CNc2cn(C(C)C)nn2)nn1C,AB72_239924_241397,40,No
C#Cc1cc(C(=O)Nc2cnnc(C)c2)ccc1Cl,AB22_10992_21434_395699,3,No
Cc1ccc2nc(C=Cc3cnn(C)c3)ccc2c1,AB4_1696128_1697381,13,No
Cn1nc(Br)nc1NN=Cc1cnc2[nH]cc(Br)c2c1,AB3_1481561_1485810,23,No
CC(=O)c1ccc(-c2cn(CCn3cccn3)nn2)cn1,AB231_1296830_1301557_281144,19,No
Cn1nnnc1-c1ccc(NCc2csc(-c3ccccc3)n2)cc1,AB72_239681_240541,32,No
Brc1ccccc1CNCc1nnnn1-c1ccccc1,AB146_800308_806452,37,No
Cc1nnnn1-c1cccc(NCc2ccccn2)c1,AB72_239104_240447,7,No
CCn1cc(CNCc2c(-c3ccccc3)nnn2C)nn1,AB146_802976_809245,22,No
CN(Cc1nnc[nH]1)c1ccc2nnc(-c3ccncc3)n2n1,AB42_774288_781171,7,No
Cc1noc2ncc(C=NNc3cccc4cnccc34)cc12,AB3_1481436_1484525,23,No
Cc1cc(NC(=O)CCCc2ccccn2)cnn1,AB22_10992_15268_156497,4,No
Cn1nncc1C=CC(=O)c1cnnn1C,AB4_1696699_1697642,21,Yes
Cc1nc(CNCc2cncn2C)cs1,AB71_234237_236749,48,No
COc1ccc(-c2nc(CC(=O)Nc3ncnn3C)cs2)cc1,AB12_4219_9589,32,No
Cc1nnc(NCc2cccc(-n3ccnn3)c2)cc1-c1ccccc1,AB45_797797_798470,0,No
Cc1ccc(NC(=S)NCCCc2nnnn2C)cc1,AB10_1745653_1750467,32,No
Cc1nn(C)c2ncc(C(=O)NCc3ccc(C#N)cn3)cc12,AB30_362995_373482,11,No
Cn1cc(NCc2cccc(C(N)=O)c2)cn1,AB72_238962_240826,13,No
Cc1nncn1N=Cc1cc(-c2ccccn2)n[nH]1,AB1_1471686_1473492,8,No
c1ccc(-n2cc(CNCc3nnnn3C3CC3)nn2)cc1,AB146_800917_806694,7,No
Cn1nnc2c(CNc3ccc(Oc4ccccc4)c(C#N)c3)cccc21,AB163_916288_918522,39,Yes
CCc1nnc2ccc(NCc3cn(CC)nn3)nn12,AB42_775449_780261,22,No
Brc1cn(CCNc2ccc3ncc(I)n3n2)nn1,AB42_778787_782096,12,No
Cc1cc(CNCc2cn(-c3ccccc3)nn2)ccn1,AB146_802559_806694,7,No
Cc1cnn(-c2cccc(-c3cccc(Cl)c3)c2)c1,AB170_985769_989327,25,Yes
Cn1nnnc1CCCNC(=O)NCc1cc2ccccc2[nH]1,AB80_1555716_1562894,5,No
Cc1cc(-c2ccc3nccn3c2)ccc1F,AB170_985849_987446,7,No
Cc1nn(C)c2nc(NCc3cccc(-n4ccnn4)c3)ccc12,AB42_779312_781767,0,No
Cc1nc(NC(=O)CCCCCn2cnnn2)n(-c2ccccc2)n1,AB14_34443_43686,7,No
CC(=NNc1cccc(C)n1)c1cn(-c2ccccc2)nn1,AB3_1481482_1484050,7,No
c1ccc(CNCc2ccc(-n3ccnn3)cc2)cc1,AB146_804850_806245,0,Yes
Cn1nnnc1CCCNc1ccc2c(Br)ccc(Cl)c2n1,AB42_776436_780594,48,No
Cn1cc(NCc2ccc(Cl)nc2)nn1,AB72_239599_240968,2,No
Cn1cc2cc(-c3ccsc3)ccc2n1,AB170_985456_986284,46,Yes
CC(=O)c1ccc(-c2cn(CCn3cc(Cl)cn3)nn2)cn1,AB231_1298855_1301557_281144,19,No
Cc1cnnc(NC(=O)c2ccccn2)c1,AB22_11277_11859_156497,36,Yes
COCc1cc(NCc2nnnn2C2CCC2)ncn1,AB42_777970_780530,48,No
Cc1cc(CNCCCc2ncn(C)n2)n(C)n1,AB71_233868_237668,48,No
Cc1cc(CNCc2nncn2-c2ccccc2)cnc1-n1cccn1,AB71_231176_238403,7,No
CCc1nncn1N=C(C)c1cn(-c2ccccc2)nn1,AB1_1471692_1474440,7,No
Cc1ncc(CNCc2cn(C)nn2)n1C,AB71_233908_237755,22,No
Cc1nc(NC(=O)Cn2nnnc2-c2ccccc2)n(-c2ccccc2)n1,AB14_34443_43128,7,No
Cc1ccc(NC(=O)c2cnc3c(c2)nnn3C)cc1,AB25_256972_270170,5,No
C#Cc1cc(C(=O)Nc2cc(C)cnn2)ccc1Cl,AB22_11277_21434_1795091,36,No
CC(=NNc1ccc(-n2cccn2)nn1)c1csc(C)n1,AB1_1471261_1472498,35,No
Cn1cnc2cc(C=NNc3cccc(F)c3)ccc21,AB3_1481402_1483360,35,No
Cc1cc(C)n(-c2cccc(-c3ncc(F)cc3C)c2)n1,AB170_985528_991996,25,No
Cn1cnc(C(=O)Nc2nc(-c3ccccc3)cn2C)n1,AB39_275212_284694_1324686,43,No
Cc1cc(NC(=O)Cn2cncn2)cnn1,AB25_262120_266087,4,No
Cc1nc2c(cc1C(=O)NCc1nnnn1C)c(C)nn2C,AB30_369646_374161,10,No
CC(=NNc1cccc(C)c1)c1cn(-c2ccccc2)nn1,AB3_1481392_1484050,7,No
Cn1c(Cl)cnc1-c1cccc(-c2nnn[nH]2)c1,AB170_985886_989512,7,No
O=C(Cc1cc(F)cc(Cl)c1)Nc1ccc(-n2cnnn2)cc1,AB28_319883_336550,20,Yes
Cc1nncn1N=Cc1ccc(-c2ccccn2)cc1,AB1_1471686_1476305,8,No
OCc1cncc(-c2ccc3nccn3c2)c1,AB170_985849_989175,7,No
NC(=O)c1ccc(CNc2cccc(-n3cnnn3)c2)cc1,AB146_798492_806488,24,No
O=C(O)c1cnc2ccc(-c3cccc(CO)c3)cc2c1,AB211_1247328_1248556,7,No
Clc1cccc(-c2cncc(-n3cccn3)c2)c1,AB170_985500_989327,25,No
Cn1ncc2ccc(-c3cccc(-c4ncco4)c3)cc21,AB170_985450_991359,31,No
CC(=O)c1cncc(-c2cccc(N3CCCC3)c2)c1,AB170_985976_987003,25,No
CC(=O)c1ccc(-c2cccc(-n3cncn3)c2)cc1N,AB170_986185_987402,25,No
Cc1cc(-c2cccc(-n3ccnn3)c2)n(C)n1,AB170_985444_986811,25,No
Cc1cc(NC(=O)c2ccn(CCn3cccn3)n2)cnn1,AB12_7160_13967,4,No
Clc1cccc(C#CCn2ccnn2)c1,AB7_1720883_1723880,30,No
Cc1c(NC(=O)c2ccc(Br)cc2-n2cnnn2)nnn1-c1ccc(F)cc1,AB28_320795_331187,42,No
OCCCCc1cccc(-c2cccc(-n3cnnn3)c2)c1,AB170_985764_986764,1,No
Cc1ccc2ncc(C(=O)Nc3nc(C)nn3-c3ccccc3)cc2c1,AB14_34443_43914,27,Yes
Brc1cc(CNCc2ccc(-n3cccn3)cc2)ccn1,AB71_231247_238286,0,No
c1ccc(-c2ccc(-n3cccn3)cc2)cc1,AB170_985763_986244,7,Yes
c1cnc2ccc(CNc3ccc4nnnn4n3)cc2c1,AB42_774325_780050,7,No
CC(=Nn1cnnc1C)c1nnn(-c2ccc(C)cc2)c1C,AB1_1471686_1474393,8,No
c1ccc(-n2nnnc2-c2ccc3c(c2)CCCO3)cc1,AB170_985487_990804,7,No
Cc1ncn(Cc2cn(-c3ccccc3)nn2)c1C,AB47_1455087_1455817,7,No
COc1ccc(F)c(CNc2nncn2C)c1,AB72_239594_241345,48,No
Cc1nn(C)cc1-c1ccc2nonc2c1,AB170_985415_989599,31,No
Cn1nnc2ccc(-c3cnc(-c4cccnc4)nc3)cc21,AB170_985366_989011,31,No
CSC(C)CC(=O)NCc1ccc(-n2ccnn2)cc1,AB16_60104_61558,0,No
Cn1cc2cc(-c3ccc(-n4cnnn4)cc3)ccc2n1,AB170_985456_986347,15,No
CN(Cc1nnnn1C)C(=O)c1cc2ccccc2[nH]1,AB83_1593980_1597385,5,No
CCn1cc(CNC(=O)c2cccc(-c3nn[nH]n3)c2)nn1,AB242_1423953_1429711,5,No
Cc1cc(C)cc(NN=Cc2cnc3c(c2)c(C)nn3C)c1,AB3_1481394_1482620,23,No
Cn1cnc(-c2ccc3c(c2)C(=O)CC3)n1,AB170_986108_986234,17,No
CC(=O)c1cccc(-c2cccc(-n3cc(C)cn3)c2)c1,AB170_985769_989107,25,No
Cn1nnc2ccc(-c3cnc4nccnc4c3)cc21,AB170_985366_986454,31,No
Cn1ncc(C#N)c1-c1ccc2cnccc2c1,AB170_985432_990382,7,No
Cc1ccc(CN2CCn3cnnc3C2)c(C)c1,AB101_523558_530765,7,No
Cn1cc(-c2ccc(NCc3cccc4nccn34)nn2)cn1,AB163_916345_917533,14,No
Brc1cc(CNCc2cccn3ccnc23)ccn1,AB146_805400_808758,0,No
Cn1nnc2ccc(C(=O)Nc3cccc(I)c3)cc21,AB39_270051_283397_1806129,9,No
Cn1nnc2ccc(C(=O)NCCc3ccccc3I)cc21,AB97_1696332_1702000_1313493,5,No
Cn1cc(-c2ccc(NCc3ccccc3)cc2)cn1,AB146_803735_806245,13,No
Cc1ccc(NNC(=O)c2cnc3c(c2)c(C)nn3C)cc1C,AB25_261721_265200,11,No
Cn1nnc2ccc(-c3cccc(-n4ccnn4)c3)cc21,AB170_985366_986811,31,No
Cc1cc(Cl)c(C=NNc2ccc(-n3cccn3)nn2)cn1,AB1_1471261_1475975,35,No
COC(=O)c1cc(CNc2cccc(-n3cnnn3)c2)ccn1,AB146_798492_809329,24,No
Cc1nn(C)c2ncc(C=NNc3ccc4nccnc4c3)cc12,AB3_1481539_1482620,23,No
Cc1nc2c(cc1C(=O)OCc1cnnn1C)c(C)nn2C,AB228_1315735_1318901,10,No
Cc1cc(C(=O)NCc2cccc(Br)c2)c2c(C)nn(C)c2n1,AB30_358931_373492,5,No
CC(C)n1ccc(C(=O)NCc2nnnn2C)n1,AB83_1596784_1600982,5,No
c1ccc(-c2cn(CCNc3ccc4nnc(-c5ccccc5)n4n3)nn2)cc1,AB42_776763_780178,12,No
Cc1cnn(-c2cccc(-c3ccc(Cl)cc3)c2)c1,AB170_985769_988328,25,No
CC(=O)c1ncc(-c2cccc(-n3cncn3)c2)cc1C,AB170_986185_989212,25,No
CN(Cc1cn(-c2cccc(Br)c2)nn1)Cc1ccon1,AB147_812644_817417,7,No
Cc1cn(C)nc1CNC(C)c1cn(C)nn1,AB71_234387_237906,48,No
Cc1ccc(-c2cn(Cc3cccnc3)nn2)cc1Cl,AB231_1298342_1301630_1202948,19,No
Cc1cnnc(NC(=O)c2cc3ncccn3n2)c1,AB22_11277_17478_1120151,36,No
Cn1cc(NC(=S)Nc2ccc3c(c2)C(=O)OCC3)cn1,AB10_1745763_1750629,6,Yes
CC(Nc1ccc2c(c1)nnn2C)c1cccc(-n2ccnn2)c1,AB137_698981_702803,0,No
O=C(Cc1ccc(N2CCCC2=O)cc1)Nc1nnnn1-c1cccnc1,AB14_36435_38478,7,No
Cc1cc(NC(=O)c2ccc(C#N)cn2)cnn1,AB22_10992_15388_128382,3,No
Cc1ccc2cc(C(=O)Nc3cnnc(C)c3)ccc2c1,AB25_262120_275800,3,Yes
Cn1ccc(-c2ccc3cnn(C)c3c2)n1,AB170_985450_988578,31,No
Cc1c(CNc2cn(C)nn2)cnn1C,AB72_239599_241078,2,No
COc1ccc(O)c(C(=O)NCc2nnnn2C)c1,AB30_369646_373957,5,No
Cn1ccc(CNc2nnnn2-c2ccccc2)n1,AB42_773449_779904,48,No
Cc1cc(CNc2ccn(C)n2)nn1C,AB72_239022_241397,48,No
CCc1nnc(SCc2ccc(C(=O)OC)c3cccnc23)[nH]1,AB15_1807627_1812205_1527747,7,No
COc1ccc(CNc2ccc3nnc(C)n3n2)c2ccccc12,AB42_777309_780112,48,No
C#Cc1ccc(CC(=O)NCc2cnnc(C)c2C)cc1,AB44_375982_398442_1275056,13,No
Cn1cc(CNc2ccc(-c3ccnn3C)nn2)c(Br)n1,AB42_776189_781067,14,No
Cc1ccc(-n2c(C)cc(C=Nn3cnnc3C)c2C)cc1,AB1_1471686_1471987,8,No
Cc1ncc(NC(=O)c2cccc(Cl)c2Cl)cc1C#N,AB22_9880_11956_1010233,36,No
Cn1ncnc1NC(=O)Cc1cc(-c2ccco2)on1,AB12_4219_16678,32,No
CC(C)n1nnnc1-c1cccc(NC(=O)c2cn(C)nn2)c1,AB39_273835_284629_1032781,43,No
Cc1cc(CNCc2nncn2C)n(C)n1,AB71_231173_237668,48,No
CCn1cnnc1-c1cccc(NCc2nnn(C)n2)c1,AB146_798922_807620,48,No
Clc1cncc(CNCc2ccccc2)c1,AB160_812323_821042_1758538,13,No
c1ccc(-n2cc(NCc3ccc4scnc4c3)nn2)cc1,AB72_239909_241784,2,No
CN(Cc1cn(C)nn1)Cc1ncn(C)n1,AB101_525234_532134,22,No
OC1(c2c[nH]nn2)CCN(c2cc(-c3ccccc3)cnn2)C1,AB42_774539_781632,7,No
CCc1nncn1NCc1cc(C)n(C)n1,AB71_235710_237661,48,No
Cc1cc(CNCCCCC#N)cc(C)n1,AB85_249321_251142_411930,13,No
Cn1nc(-c2ccccc2)cc1CNCc1ccccc1,AB160_812323_821583_1491074,48,No
Cc1nc(NCc2cnnn2C)ccc1Br,AB42_774667_781557,48,No
Cn1nnnc1CNC(=O)c1cccnc1O,AB83_1596784_1598658,5,No
CCn1cc(S(=O)(=O)Nc2cn(CC)nn2)cn1,AB128_565955_567311,22,No
Cc1noc2ncc(C=NNc3nc(Br)nn3C)cc12,AB3_1481561_1484525,23,No
Cc1nn(C)c2nc(N(C)Cc3nnnn3C)ccc12,AB42_777233_781767,5,No
Cn1ncc2ccc(NCc3cn(-c4ccccc4)nn3)cc21,AB146_804308_806694,7,No
Cn1nnc2ccc(-c3csc(-c4ccccn4)n3)cc21,AB170_985366_989486,31,No
Cc1cnnc(NC(=O)c2cc(-n3cccc3)ccn2)c1,AB22_11277_17569_594334,36,No
CCNCc1cncc(-c2cccc(-n3cnnn3)c2)c1,AB170_985764_989506,1,No
O=C(NCc1nnnn1-c1cccc(Br)c1)c1cc[nH]n1,AB30_369238_374370,33,No
Cn1ncc(N)c1-c1ccc2cnccc2c1,AB170_985432_987441,7,No
O=C(Nc1cccc(-n2cnnn2)c1)c1ncc(Cl)cc1Cl,AB12_1837_15399,24,No
Brc1cncc(CNc2cccc(I)c2)c1,AB146_798811_807376,0,No
Fc1ccc(-c2cc(Cn3ccnn3)no2)cc1,AB48_1457958_1461577,30,No
Cc1cnn(C)c1-c1cccc(-n2cnnn2)c1,AB170_985764_987656,1,No
Cn1cc(C(=O)Nn2ccnn2)c(-c2cccnc2)n1,AB25_260435_266841,30,No
COc1ccc(CNc2nccc(-c3ccccc3)n2)c2ccccc12,AB42_777309_782194,7,No
Cc1ccc(CNc2nnnn2Cc2ccccc2)cc1C#N,AB42_776275_781127,38,Yes
CCn1cc(CNc2cnn(C)c(=O)c2Br)nn1,AB42_775449_780333,22,No
Cc1cc(F)ccc1C(=O)Nc1ccc(-n2cnnn2)cc1,AB13_18274_27196,42,Yes
CCn1cc(CNCc2c(C#N)cnn2C)nn1,AB160_815990_821816_1612541,22,No
Cc1cc(Br)cc(CNCc2nnnn2-c2cccc(Br)c2)c1,AB71_236007_237460,33,No
CCn1cc(-c2ccc3ncn(C)c3c2)cn1,AB170_985397_989190,31,No
CC(=NNc1cccnn1)c1cccc(-n2ccnc2)c1,AB11_1570701_1574445_810441,35,No
C#Cc1ccc(C(=O)Nc2cc(C)cnn2)nc1,AB22_11277_15236_716892,47,Yes
Cn1cnc2cc(C=NNc3ccc(Br)cc3)ccc21,AB3_1481390_1483360,35,No
Cc1cnc(NCc2cnccc2C)c(C)n1,AB45_793434_798466,13,No
CN(Cc1cn(C)nn1)c1cc(-c2ccccc2)cnn1,AB42_775491_781632,7,No
Cc1cc(C(=O)NCc2ccc3c(ccn3C)c2)ccc1-n1cnnn1,AB30_370040_374182,5,No
Cc1nn(C)c2ncc(-c3cccc(-n4cncn4)c3)cc12,AB170_986185_986959,25,No
Cc1c(C(=O)NCc2nnnn2-c2cccc(Br)c2)cnn1-c1ccccc1Cl,AB30_369238_376393,33,No
Cn1nnc(CNc2ccc3c(c2)n(C)c(=O)n3C)n1,AB146_800744_807620,48,No
Cc1ccc2ncc(Cn3nc(CO)c(-c4ccccc4)n3)cc2c1,AB47_1455076_1456655,7,No
Clc1cncc(CNCc2cccc(-n3ccnn3)c2)c1,AB146_805653_808028,0,No
Cn1cc(C(=O)Nc2cccc(NC=O)c2)nn1,AB39_274209_284629_997615,43,No
O=C(c1cnc2ncccn12)N1CCn2cnnc2C1,AB19_73924_84402,7,No
Cc1cc(Br)cn2c(C=Nn3cnnc3C)cnc12,AB1_1471686_1473836,8,No
Cc1cnn(-c2cccc(-c3ccc(CO)cn3)c2)c1,AB170_985769_991929,25,No
O=C(Nc1ccc(-n2cnnn2)cc1)c1cncc(Br)c1,AB83_1584817_1597673,42,No
Cc1cc(NC(=O)c2ccc3ccn(C)c3c2)cnn1,AB22_10992_18630_1005440,3,No
Cc1nncn1N=Cc1cc(-n2cccn2)ccc1O,AB1_1471686_1476013,8,No
CCc1nncn1N=Cc1cnc2cnccn12,AB1_1471692_1473245,8,No
CCCn1cc(C(=O)NNc2nc(C)cc(C)n2)nn1,AB83_1584675_1602348,22,No
CCn1cc(NCc2cc(C)cc(Cl)c2)nn1,AB72_239925_241350,2,No
FCCn1cc(-c2ccc3nccn3c2)cn1,AB170_985849_987377,13,No
CCc1nnc(SCc2nc(C)cc(O)n2)[nH]1,AB15_1807627_1810907_194493,7,No
Cc1cc(NC(=O)c2ccn(CCCN)n2)cnn1,AB131_597580_608108,4,No
Oc1nnc(SCc2cccc(-n3cccn3)c2)[nH]1,AB15_1807751_1813340_726453,7,No
Cn1cc(CCNC(=O)c2nccc3ncccc23)nn1,AB30_363775_383818,5,No
Brc1cc(CNCc2ccc(-n3ccnn3)cc2)ccn1,AB71_235423_238286,0,No
CCS(=O)(=O)CCCNc1ccc2nncn2n1,AB42_775116_780045,48,No
Cc1cc(Cl)cc(C(=O)NCc2nnnn2-c2cccc(Br)c2)c1C,AB30_369238_387911,33,No
COc1ccc2cc(-c3cccc(-n4nnnc4CN)c3)ccc2c1,AB170_985461_989315,49,No
Brc1cncc(CNCc2nnnn2-c2cccc3ccccc23)c1,AB71_235641_237404,37,No
Cn1nncc1C(=O)NCCCn1ccnn1,AB13_21426_28263,30,No
O=C(NCCc1nnnn1-c1ccccc1)c1ccccc1-n1cccn1,AB84_1609695_1613980,26,No
NC(=O)c1nnc(NCc2ccc(-c3ccccc3)cn2)s1,AB163_916612_918568,7,No
Cc1cc(F)cnc1-c1cccc(-n2cnnn2)c1,AB170_985764_991996,1,No
Cc1ccn(-c2ccc(CNc3nnnn3-c3ccccc3)cn2)n1,AB42_776985_779904,7,No
Cc1cc(CO)nc(NN=Cc2cn3ccccc3n2)n1,AB3_1481541_1482508,35,No
Cc1cc(Cl)cc(CNc2cn(-c3ccccc3)nn2)c1,AB72_239909_241350,2,No
Cn1nnnc1-c1cccc(NCc2cn(-c3ccc(F)cc3)nn2)c1,AB146_798835_808053,32,No
Cc1cc(NN=Cc2cn(-c3ccc(Cl)c(Cl)c3)nn2)nnc1C,AB3_1481503_1483521,35,No
CCN(CCCO)Cc1ccc(-n2cncn2)cc1,AB161_824595_829597_894157,7,No
Cn1cc(-c2ccc(NCc3ccc(F)c(F)c3)nn2)cn1,AB42_771244_780402,14,No
Cn1cc(-c2nc(Cn3cc(I)cn3)cs2)cn1,AB48_1458141_1460320,44,Yes
O=C(NNc1ccc2cn[nH]c2n1)c1cn(C2CC2)nn1,AB40_294622_305038_1705675,43,No
